Aaron|Aaron|biblical figure|prop
Aaron|given name||prop
Aas|carrion||n
Aas|bait||n
Aas|beast, devil||n
Aas|sod, bugger||n
aasen|to feed on carrion||v
aasen|to waste or spoil something, to make a mess of|something|v
Aasfliege|blowfly, an insect of the family Calliphoridae||f
Aasfliege|a flesh-fly|Sarcophaga carnaria|f
Aasfliege|A person with a habit of exploiting other people||f
aasfressend|scavenging; carrion-eating||adj
Aasfresser|scavenger|an animal that feeds on carrion|m
aasfressig|synonym of aasfressend||adj
aasfräßig|alternative form of aasfressig||adj
Aasgeier|vulture|especially the Egyptian vulture or the griffon vulture|m
aasig|putrid||adj
aasig|disgusting||adj
aasig|very||adv
Aaskäfer|carrion beetle||m
Aasvogel|bird feeding on carrion||m
Aasvogel|vulture, a person who profits from the suffering of others||m
Aayden|given name, form of Aidan||prop
ab-|Separable verb prefix, from||prefix
ab-|Separable verb prefix that indicates removal or quitting, off||prefix
ab-|Separable verb prefix that indicates a downward movement, down||prefix
ab-|Separable verb prefix that indicates from or of||prefix
ab|Beginning at that time or location; from||prep
ab|off; not attached to anything anymore||adj
ab|off; not attached to anything anymore||adj
AB|abbreviation of Anrufbeantworter||m
AB|abbreviation of Altbau||m
abaissiert|abaissé||adj
Abaka|abaca|plant|m
abakteriell|abacterial||adj
Abakus|abacus|table with balls on wires or counters in groves, for counting|m
Abakus|abacus|uppermost part of a column|m
abalienieren|to divest, to dispose of something, to alienate property|oneself|v
abalienieren|to alienate|a person, etc|v
Abalone|abalone|edible univalve mollusc|f
Abandon|abandonment||m
abandonnieren|to abandon||v
abandonnieren|to abandon ship||v
ABAP|allgemeiner Berichts-Aufbereitungs-Prozessor||initialism
abarbeiten|to work off; to resolve or take care of something by working|a debt, the items on a to-do list, etc|v
abarbeiten|to work hard, to slave away||v
Abart|species, kind, variety||f
abartig|deviant, abnormal||adj
abartig|sexually deviant||adj
Abartigkeit|deviance, abnormality||f
Abartigkeit|sexual deviance||f
Abasie|abasia|incapacity to walk|f
abatisch|abasic||adj
Abaton|abaton||n
abaxial|abaxial||adj
Abbé|abbé||m
Abbau|dismantling, demolition||m
Abbau|mining||m
Abbau|decomposition, separation, analysis||m
abbaubar|degradable||adj
abbaubar|demountable|disk etc|adj
abbauen|to dismantle||v
abbauen|to mine||v
abbauen|to reduce||v
abbauen|to degrade||v
Abbauort|mining site||m
Abbauprodukt|product of the decomposition of a long-chain molecule||n
abbauwürdig|exploitable, workable||adj
Abbeförderung|dispatching, removal||f
Abbeförderung|euphemism for killing||f
abbeißen|to bite off||v
abbeißen|to snap off||v
abbeißen|to pursue, to strive after, to strive to|with von|vr
abbeissen|alternative spelling of abbeißen||v
abbekommen|to get a share of something|pleasant or unpleasant|v
abberufen|to withdraw||vt
abberufen|to recall||vt
Abberufung|dismissal, revocation||f
abbestellen|to cancel a subscription||v
abbestellen|in a more general sense: to cancel any kind of delivery of a thing or summons of a person you have ordered||v
abbezahlen|to pay off||v
abbügeln|to brush off|To disregard something, to dismiss or ignore someone.|vt
abbiegen|to bend||vt
abbiegen|to fold|metal|vt
abbiegen|to head off, to stave off||vt
abbiegen|to turn, to turn off||vi
abbiegen|to branch off||vi
Abbild|image, reflection||n
Abbild|image, picture, portrayal||n
abbildbar|imageable||adj
abbilden|To portray, to depict, to picture||v
abbilden|To map, to outline||v
Abbildung|depiction, image, figure, picture, illustration||f
Abbildung|mapping||f
Abbildungstechnik|synonym of Abbildungstechnologie||f
Abbildungstechnologie|imaging technology|digital|f
Abbindebeschleuniger|accelerant|construction material|m
abbinden|to untie, undo||vt
abbinden|to lace||vt
abbinden|to ligate||vt
abbinden|to bind||vi
abbinden|to set||vi
Abbitte|apology, request to be forgiven||f
abblasen|to call off|performance, party|vt
Abblaseventil|relief valve||n
abblenden|to dim||vt
Abblendlicht|anti-dazzle light, low beam, dimmed light||n
abblitzen|to rebuff||v
abblocken|to block||v
abblättern|to chip off, to peel off, to flake off||vi
abblätternd|flaking, peeling off, shedding||adj
Abbrand|burnup||m
Abbrand|combustion||m
abbröckeln|To crumble away||v
abbröckeln|To flake off||v
abbrechen|To break off|remove by breaking|v
abbrechen|To terminate|end incompletely|v
abbrechen|To discard|throw away|v
abbrechen|To pull down|demolish|v
abbremsen|to slow down, decelerate||vi
Abbremsen|braking, deceleration||n
abbrennen|to burn down||v
abbrennend|burnt, scorched||adj
abbrennend|burnt away||adj
Abbreviation|abbreviation||f
Abbreviatur|abbreviation||f
abbringen|to dissuade, discourage, put]throw off course||vt
Abbruch|demolition||m
Abbruch|termination, discontinuation||m
Abbruch|abort||m
abbruchreif|ramshackle||adj
abbuchen|to debit||v
Abc|alternative form of ABC||n
ABC|ABC, alphabet||n
Abc-Buch|primer|book|n
Abchasien|Abkhaziacountry in the Caucasus]|a region/country in the Caucasus|prop
abchasisch|Abkhaz|of or pertaining to Abkhazia|adj
Abchasisch|Abkhaz|a Northwest Caucasian language spoken in Abkhazia|prop
Abc-Schütze|alternative form of ABC-Schütze||m
ABC-Schütze|first-year pupil; child who has just started school; abecedarian||m
Abdampfen|evaporation, vaporization||n
Abdampfrate|rate of evaporation||f
abdanken|to resign||v
abdankend|abdicating, resigning||adj
Abdankung|resignation||f
abdecken|to cover||v
abdecken|to cover costs||v
abdecken|to uncover, untile||v
Abdecker|knacker|one who deals with animal cadavers|m
Abdeckplatte|panel||f
Abdeckung|cover, covering||f
Abdeckung|coverage||f
abderitisch|abderitic||adj
Abdestillation|fractional distillation||f
abdestillieren|To distil off|remove by distillation|v
abdestilliert|past participle of abdestillieren||v
abdichten|to seal||v
abdikativ|abdicative||adj
abdingbar|amendable, cancellable||adj
abdirigieren|To direct away||v
Abdomen|abdomen||n
abdominal|abdominal||adj
abdominell|abdominal||adj
abdrehen|to turn||vi
abdrehen|to veer||vi
abdrehen|to peel off||vi
Abdruck|imprint, impression; print|the mark left behind by pressing on or printing something|m
Abduktion|abduction|physiology: movement separating limb from axis|f
Abduktion|Abductive reasoning||f
Abduktor|abductor|muscle|m
Abecedarium|abecedarium||n
Abeillekolibri|The emerald-chinned hummingbird, Abeillia abeillei||m
abeisen|to defrost||v
-abel|-able, -ible||suffix
Abend|evening; the time from dusk onwards|unlike in English, now almost always including the first hours of the night, until midnight|m
Abend|The west||m
Abendappell|Evening roll call||m
Abendbrot|supper, dinner, typically consisting of bread, sliced meat, cheese, and pickles|evening meal|n
Abenddämmerung|dusk|a period of time occurring at the end of the day during which the sun sets|f
abendessen|to sup, to have supper|the evening meal|v
Abendessen|dinner, supper|the evening meal|n
abendfüllend|all-night||adj
Abendgebet|evening prayer||n
Abendkasse|ticket office|office where tickets may be purchased immediately before the performance|f
Abendkleid|evening dress||n
Abendland|The Western world; Christendom||n
abendlich|evening||adj
abendländisch|occidental||adj
Abendmahl|Last Supper|Biblical event|n
Abendmahl|Communion; Eucharist|sacrament|n
Abendmahl|supper; evening meal||n
Abendmahlsfeier|a mass on Maundy Thursday in remembrance of the biblical Last Supper||f
Abendmahlsfeier|Communion; Eucharist|sacrament|f
Abendrot|sunset||n
Abendroth|surname||prop
abends|at night, p.m.||adv
Abendstern|evening star|planet Venus|prop
Abendwind|evening wind||m
Abendwind|west wind, zephyr||m
Abenteuer|adventure||n
abenteuerdurstig|adventurous||adj
Abenteuerfilm|adventure film||m
abenteuerhungrig|adventurous||adj
Abenteuerin|An adventuress, female adventurer||f
abenteuerlich|adventurous||adj
Abenteuerlichkeit|adventurousness||f
abenteuerlichsten|superlative of abenteuerlich||adj
abenteuerlustig|adventurous||adj
abenteuerlustiger|comparative of abenteuerlustig||adj
abenteuerlustigsten|superlative of abenteuerlustig||adj
abenteuersüchtig|adventurous||adj
Abenteurer|adventurer||m
Abenteurerin|An adventuress, female adventurer||f
aber|again|mostly used in abermals, yet another time|adv
aber|but, however, though||conj
Aber|an objection||n
Aberglaube|superstition||m
Aberglauben|superstition||m
abergläubig|alternative form of abergläubisch||adj
abergläubisch|superstitious||adj
abergläubischer|comparative of abergläubisch||adj
abergläubischsten|superlative of abergläubisch||adj
aber hallo|absolutely!, you bet!||interj
aberhundert|hundredfold||adj
abermalig|repeated||adj
abermals|anew||adv
aberrant|aberrant||adj
aberranter|comparative of aberrant||adj
aberrantesten|superlative of aberrant||adj
Aberration|aberration|deviation|f
Aberration|aberration||f
Aberration|aberration||f
abertausend|thousandfold||adj
aberwitzig|ludicrous||adj
aberwitzig|ludicrously||adv
aberwitziger|comparative of aberwitzig||adj
aberwitzigsten|superlative of aberwitzig||adj
Abessinien|Abyssinia|the historical name of Ethiopia|prop
Abessinien|a nude beach, a nudist beach||n
abessinisch|Abyssinian||adj
abfackeln|to burn off||v
abfahrbereit|ready to leave[ depart||adj
abfahren|to depart, to leave||v
abfahren|to be crazy about something||v
Abfahrt|departure||f
Abfahrt|downhill||f
Abfahrt|slip road||f
abfahrtbereit|synonym of abfahrbereit||adj
Abfahrthalle|alternative form of Abfahrtshalle|departure room of a train station|f
Abfahrtshalle|departure room of a train station||f
Abfahrtsliste|sailing list||f
Abfall|waste, garbage, rubbish, litter||m
Abfall|decrease, decline, drop||m
Abfall|apostasy||m
Abfalleimer|trash can||m
Abfalleimer|dustbin||m
abfallen|to fall off, to drop off||v
abfallen|to apostatize||v
Abfallprodukt|waste product||n
Abfallstoff|waste product||m
abfangen|to intercept||v
abfangen|to pull up||v
abfangen|to pull an aircraft out of a dive||v
abfassen|to write down||v
abfedern|to cushion|a blow|v
abfertigen|To make ready for dispatch||v
Abfertigung|act of finishing||f
Abfertigung|dispatch||f
Abfertigung|clearance||f
Abfertigung|expedition||f
Abfertigung|smart rejoinder||f
Abfertigung|reproof, snub||f
Abfertigung|dismissal||f
Abfertigungsgebäude|terminal building||n
Abfertigungsschalter|dispatch counter||m
Abfertigungsschalter|check in counter||m
abfeuern|to fire off, to fire|a weapon|v
Abfeuerung|discharge, firing|as of a gun|f
Abführmittel|laxative|substance with a laxative effect|n
abfiltern|To filter off|remove by filtration|v
abfiltriert|past participle of abfiltrieren - filtered off]out||v
abfinden|to pay compensation||vt
abfinden|to come to terms, to face||vr
Abfindung|settlement, compensation||f
abflachen|to flatten||vt
abflachen|to flatten|sich abflachen|v
abflaken|To shoot down with antiaircraft fire||v
abfließen|to drain||v
abfliegen|to take off, to fly away|from the ground|v
abfliegen|to depart||v
abfliegen|to migrate||v
abfliegen|to fly over, overfly||vt
abfliessen|alternative spelling of abfließen||v
abfällig|derogatory, disparaging||adj
abfällig|disparagingly, pejoratively||adv
Abfluß|alternative spelling of Abfluss||m
Abflug|take-off||m
Abflug|departure||m
Abflugzeit|time of departure|of a plane|f
Abflußleitung|alternative spelling of Abflussleitung||f
Abfluss|drain||m
Abfluss|outlet||m
Abflussleitung|drainpipe||f
abflusslos|undrained|having no discharge|adj
Abfolge|succession|sequence arranged in order|f
Abfrage|query||f
abfragen|to query, question||v
abfräsen|to chamfer, to bevel||v
Abgabe|tax, duty||f
Abgabe|delivery, contribution||f
Abgabeleistung|delivery power||f
abgabenfrei|duty-free, tax-free||adj
Abgang|exit||m
Abgang|departure||m
Abgang|sale||m
Abgas|emission, exhaust, exhaust gas, waste gas, exhaust fumes, offgas||n
Abgaskatalysator|catalytic converter|in a vehicle|m
Abgasklappe|exhaust door||f
Abgasstrom|exhaust stream||m
Abgastemperatur|exhaust gas temperature||f
Abgasturbine|exhaust gas turbine||f
abgebaut|degraded, decomposed, dismantled||adj
abgebaut|mined||adj
abgeben|to hand in||v
abgeben|to deliver||v
abgeben|to deposit||v
abgeben|to give away||v
abgeben|to sell||v
abgeben|to hand over||v
abgeben|to pass on||v
abgeben|to concede||v
abgeben|to pass a ball||vt
abgeben|to fire|shoot|v
abgeben|to give|declaration|v
abgeben|to cast|vote|v
abgeben|to provide|stuff, plot, background, frame|v
abgeben|to make|to act like someone|v
abgeben|to pass||vi
abgeben|to bother oneself with somebody]something, to associate with somebody]something, to mess around with somebody||vr
abgebügelt|past participle of abbügeln||v
abgebildet|depicted, pictured||adj
abgebildet|mapped||adj
abgeblasen|past participle of abblasen||v
abgebrannt|destitute||adj
abgebrannt|broke, bankrupt||adj
abgebröckelt|past participle of abbröckeln||v
abgebremst|past participle of abbremsen - slowed down, decelerated||v
abgebrüht|callous and cunning; experienced in “the game”, in immoral behaviour||adj
abgedichtet|past participle of abdichten||v
abgefahren|just left, recently departed||adj
abgefahren|outstanding, great, cool||adj
abgefahrener|comparative of abgefahren||adj
abgefahrensten|superlative of abgefahren||adj
abgefasst|past participle of abfassen||v
abgefeimt|wicked, malevolent||adj
abgefertigt|past participle of abfertigen||v
abgeführt|past participle of abführen||v
abgeführt|discharged||adj
abgefiltert|past participle of abfiltern||v
abgeflacht|flattened||adj
abgeflacht|levelled||adj
abgeflacht|oblate||adj
abgeflakt|past participle of abflaken||v
abgefüllt|past participle of abfüllen||v
abgefüllt|bottled||adj
abgefüllt|filled|up|adj
abgefuckt|fucked-up||adj
abgegeben|delivered||adj
abgegeben|submitted||adj
abgegossen|past participle of abgießen||v
abgegossen|decanted||adj
abgehackt|chopped off, hacked off||adj
abgehackt|choppy||adj
abgehackt|clipped||adj
abgehalftert|abandoned, neglected||adj
abgehalten|past participle of abhalten||v
abgehauen|past participle of abhauen||v
abgehen|to come off, come loose||vi
abgehen|to set off, set out||vi
abgehört|past participle of abhören||v
abgehärtet|hardened, hardy||adj
abgehärteter|comparative of abgehärtet||adj
abgejagt|past participle of abjagen||v
abgekartet|put-up, collusive||adj
abgekartete Sache|put-up affair||f
abgekartetes Spiel|put-up job||idiom
abgekühlt|cooled, chilled||adj
abgekühlt|abgekühlte Luft||adj
abgekühlt|slowed down||adj
abgekühlt|eine abgekühlte Konjunktur||adj
abgeklärt|past participle of abklären||v
abgeklärt|prudent||adj
abgeklärt|clarified||adj
abgeklärt|mellow||adj
abgekämmt|past participle of abkämmen||v
abgekämpft|weary||adj
abgekämpft|exhausted, worn-out||adj
abgeknickt|past participle of abknicken||v
abgeladen|past participle of abladen||v
abgelagert|past participle of ablagern||v
abgelaufen|expired, lapsed, out of date||adj
abgelebt|past participle of ableben||v
abgelegen|remote|distant or otherwise inaccessible|adj
abgelegener|comparative of abgelegen||adj
abgelegensten|superlative of abgelegen||adj
abgelegt|past participle of ablegen||v
abgelehnt|rejected, declined||adj
abgelehnt|opposed||adj
abgeleitet|derived||adj
abgeleitet|derivative||adj
abgelesen|past participle of ablesen||v
abgelöst|past participle of ablösen||v
abgelöst|detached||adj
abgelöst|replaced||adj
abgelöst|ousted||adj
abgemacht|agreed||adj
abgemacht|settled||adj
abgemeiert|past participle of abmeiern||v
abgeneigt|averse, loath||adj
abgeneigt|opposed||adj
abgenutzt|past participle of abnutzen||v
abgenutzt|worn, shabby||adj
abgenutzt|worn out||adj
Abgeordnete|female Member of Parliament||f
Abgeordnetenhaus|house of representatives|in parliament|n
Abgeordneter|delegate, assemblyman, representative, Member of Parliament||m
abgepackt|past participle of abpacken||v
abgepackt|packed, packaged||adj
abgeraten|past participle of abraten||v
abgeraten|discouraged||adj
abgeraten|dissuaded||adj
abgerechnet|past participle of abrechnen||v
abgereichert|past participle of abreichern||v
abgerissen|ragged, tattered||adj
abgerissen|seedy||adj
abgerufen|past participle of abrufen - accessed, retrieved, fetched||v
abgesagt|past participle of absagen||v
abgesagt|postponed; called off, cancelled||adj
abgesaugt|past participle of absaugen - sucked off||v
abgeschabt|past participle of abschaben||v
abgeschabt|shabby, threadbare||adj
abgeschafft|past participle of abschaffen||v
abgeschieden|secluded||adj
Abgeschiedenheit|seclusion||f
abgeschirmtes Kabel|screened cable, shielded cable||n
abgeschlagen|past participle of abschlagen||v
abgeschlagen|severed, cut off||adj
abgeschlagen|repulsed, beaten||adj
abgeschlossen|separate, enclosed||adj
abgeschlossen|secluded||adj
abgeschlossen|completed||adj
abgeschmackt|outrageous||adj
abgeschmackt|corny, fatuous||adj
abgeschmackter|comparative of abgeschmackt||adj
abgeschmacktesten|superlative of abgeschmackt||adj
abgeschnallt|unstrapped||adj
abgeschöpft|past participle of abschöpfen||v
abgeschöpft|skimmed||adj
abgeschreckt|past participle of abschrecken||v
abgeschweift|past participle of abschweifen||v
abgesehen|past participle of absehen - foreseen||v
abgesehen|other than||adv
abgesenkt|past participle of absenken||v
abgesichert|past participle of absichern||v
abgesichert|secured, protected||adj
abgesoffen|past participle of absaufen||v
abgespannt|exhausted||adj
abgespannter|comparative of abgespannt||adj
abgespanntesten|superlative of abgespannt||adj
abgesperrt|locked||adj
abgesperrt|fenced off||adj
abgespielt|past participle of abspielen||v
abgespritzt|past participle of abspritzen||v
abgesprochen|past participle of absprechen||v
abgestellt|past participle of abstellen||v
abgestellt|parked|car|adj
abgestochen|past participle of abstechen||v
abgestorben|dead, necrotic||adj
abgestorben|mortified||adj
abgestossen|past participle of abstossen||v
abgestrahlt|past participle of abstrahlen||v
abgestrahlt|radiated||adj
abgestreift|past participle of abstreifen||v
abgesättigt|past participle of absättigen||v
abgestumpft|past participle of abstumpfen||v
abgestumpft|blunted, dulled, jaded, deadened||adj
abgestumpft|truncated||adj
abgesunken|past participle of absinken||v
abgetippt|past participle of abtippen||v
abgetrennt|detached, severed, separated||adj
abgewandt|past participle of abwenden||v
abgewartet|past participle of abwarten||v
abgewehrt|past participle of abwehren||v
abgewendet|past participle of abwenden||v
abgewertet|past participle of abwerten||v
abgewirtschaftet|rundown||adj
abgewirtschafteter|comparative of abgewirtschaftet||adj
abgeworfen|past participle of abwerfen||v
abgeworfen|dropped||adj
abgeworfen|thrown|from a horse|adj
abgewrackt|past participle of abwracken||v
Abglanz|reflection||m
abgängig|missing|especially of people|adj
abgünstig|jealous||adj
Abgott|idol||m
abgrenzen|to delimit, to demarcate||v
Abgrenzung|demarcation||f
Abgrenzung|differentiation||f
abgründig|abysmal||adj
abgründiger|comparative of abgründig||adj
abgründigsten|superlative of abgründig||adj
Abgrund|abyss||m
abgrundtief|abysmal||adj
abgöttisch|adoring||adj
abgöttisch|idolatrous||adj
Abguss|mold, cast||m
Abh.|abbreviation of Abhandlung||f
abhaben können|alternative form of haben können||v
abhacken|to chop up with an axe||v
abhaken|to checkmark||v
abhaken|to finish, to forget about||v
abhalten|to stop, prevent doing something]|someone |vt
abhalten|to hold|a service, ceremony etc.|vt
abhalten|to change the direction from||vt
abhanden|gone, lost||adv
Abhandlung|treatise|systematic discourse on some subject|f
Abhang|slope, incline||m
Abhang|hillside, declivity||m
abhauen|to cut off||vt
abhauen|to do a runner||vi
abhauen|to piss off||vi
abheben|to lift off||vi
abheben|to take off||vi
abheben|to answer||v
abheben|to withdraw||vt
abheben|to cut||v
abheben|to be dissimilar to, differ from|von|vr
abheilend|healing||adj
Abhilfe|remedy, relief||f
Abhilfe|redress||f
abhängen|to depend|+ dative|vi
abhängen|to hang out||v
abhängig|dependent|on|adj
abhängig|addicted|to|adj
abhängiger|comparative of abhängig||adj
Abhängigkeit|dependency||f
Abhängigkeit|addiction||f
Abhängigkeits-Invertierungs-Prinzip|dependency inversion principle||prop
abhängigsten|superlative of abhängig||adj
abhold|lofty||adj
abholen|to collect, pick up or fetch someone or something||v
abholzen|to cut down the trees, to clear of timber||v
Abholzung|extensive cutting of trees: logging, deforestation, clear-felling||f
abhören|to wiretap a phone call||v
abhörsicher|secure, bugproof|of rooms or equipment|adj
Abhörverbrecher|A person who illegally listens to foreign radio broadcasts|World War II|m
Abi|clipping of Abitur||n
Abi|given name||prop
Abia|given name||prop
Abiogenese|abiogenesis||f
Abiogenesis|abiogenesis||f
abiotisch|abiotic||adj
Abitur|final exams taken by pupils at the end of their secondary education in Germany and Finland||n
Abiturient|A pupil who is taking, or who has taken and passed, the Abitur||m
Abiturientin|a female Abiturient||f
abjagen|to take, to snatch away, to steal||v
abjekt|abject||adj
abjekt|despicable||adj
abkacken|To fuck up|to do badly at something|v
abkacken|To die||v
abkacken|To pass out||v
abkacken|To crash||v
abkanzeln|to rebuke||v
abkapseln|to seclude, to shut off||vt
Abkapselung|encapsulation||f
abkaufen|to buy, buy out||v
abkaufen|to buy into||v
abkühlen|to cool off||v
Abkühlen|cooling, quenching||n
Abkühlgeschwindigkeit|rate of cooling||f
Abkühlung|cooling||f
Abklatsch|cliché||m
Abklatsch|poor copy, poor imitation||m
Abklingzeit|decay time||f
abklären|to clarify, to clear up||v
Abklärung|clarification||f
abkämmen|To search an area||v
abkämmen|To destroy by bombing||v
abkömmlich|dispensable||adj
Abkömmling|descendant||m
Abkömmling|derivative||m
abknallen|to shoot down, to bump off, to pick off||v
abknicken|to snap||v
abknicken|to break||v
abkönnen|to be able to stand or endure something or someone||v
Abkomme|descendant||m
abkommen|to come from, to derive from||v
abkommen|to stray from|something|v
abkommen|to unintentionally stray from|a chosen course|v
abkommen|to digress from|a goal or subject|v
abkommen|to abandon||v
abkommen|to start|a competition, event, etc|v
abkommen|to free oneself||v
abkommen|to get away, to tear oneself away|from an activity|v
abkommen|to turn from, to estrange oneself from|someone|v
abkommen|to get clear of, to get or be free of|something or someone|v
abkommen|to go out of style|to become disused or obsolete|v
abkommen|to grow thin and gaunt, to go to rack||v
abkommen|to carry water|arroyo|v
abkommen|to form or arise and draw near|unexpectedly|v
Abkommen|accord||n
abkratzen|to scrape||v
abkratzen|to kick the bucket, snuff it|die|v
abkürzen|to abbreviate||vt
Abkürzung|abbreviation||f
Abkürzung|shortcut||f
Abkürzungsdschungel|alphabet soup|overabundance of acronyms and abbreviations|m
Abkürzungsverzeichnis|list of abbreviations||n
abkupfern|to plagiarize, to copy||v
Abl.|abbreviation of Ablöse||abbr
Ablaß|alternative spelling of Ablass||m
abladen|to unload||v
ablaßen|obsolete spelling of ablassen||v
Ablage|storage||f
ablagern|To deposit||v
ablagern|To season or age|especially timber|v
Ablagerung|deposit, sediment||f
Ablagerung|debris||f
Ablagerung|residue||f
Ablagerung|deposition||f
Ablaßhandel|obsolete spelling of Ablasshandel||m
ablandig|offshore|moving away from the shore|adj
Ablass|drain||m
Ablass|cessation||m
Ablass|indulgence||m
ablassen|to drain; to let off, to let out||v
ablassen|to let go||v
Ablasshandel|selling of indulgences||m
Ablassventil|bleed valve, drain valve||n
Ablation|ablation||f
Ablativ|the ablative case||m
ablativisch|ablative||adj
Ablauf|process, procedure||m
Ablauf|expiry, expiration||m
Ablauf|flow, course||m
ablaufen|to expire, to run off||v
Ablaut|ablaut|substitution of one root vowel for another|m
Ablaßventil|obsolete spelling of Ablassventil||n
ableben|to decease, to die, to pass away, to leave this life||v
Ableben|passing, demise, death|away|n
ablebig|deceased, dead, having left this life, having passed on||adj
ablegen|To take off, put aside||v
Ableger|spin-off of a parent company or parent organisation||m
Ableger|layer, shoot of a plant||m
ablehnen|to decline, refuse, reject, turn down||v
Ablehnung|rejection||f
ableitbar|derivable, deducible||adj
ableiten|to derive||v
Ableitung|derivative|something derived|f
Ableitung|derivation||f
Ableitung|derivative||f
Ableitung|derivation||f
Ableitung|derivative||f
ablenken|to divert||v
ablenken|to distract||v
Ablenkung|diversion||f
Ablenkung|distraction||f
ablesen|To read|take a reading|v
abliefern|to deliver||v
Ablieferungspflicht|delivery duty||f
Ablöse|one-off payment||f
Ablöse|transfer fee||f
ablösefrei|That can be transferred to another club with no compensation payment||adj
ablösen|To detach or remove||v
ablösen|To supersede or take over from||v
ablösen|To relieve||v
Ablösung|removal||f
Ablösung|relief, replacement||f
abluchsen|to obtain through slyness or quickness; to wangle||v
ABM|Arbeitsbeschaffungsmaßnahme||abbr
Abmachung|deal|agreement, arrangement|f
abmagern|to lose weight||v
abmeßen|obsolete spelling of abmessen||v
abmeiern|To take away the right of ownership of a farm||v
abmelden|to log out, log off||v
abmessen|to measure||v
Abnahme|abatement||f
abänderbar|alterable||adj
abänderlich|changeable, amendable, modifiable, variable||adj
abändern|to change, to alter||vt
abändern|to revise, modify||vt
abändern|to amend||vt
abändern|to commute||vt
Abänderung|alteration, change||f
Abänderung|modification, revision||f
Abänderung|amendment||f
Abänderung|commutation||f
abnehmbar|removable, detachable||adj
abnehmen|to decrease, to diminish||v
abnehmen|to lose weight||v
abnehmen|to accept||v
abnehmen|to receive||v
abnehmen|to pick up||v
abnehmend|decreasing, declining, waning, shrinking||adj
Abnehmer|consumer, buyer||m
Abnehmertausch|consumer exchange||m
Abneigung|aversion|dislike|f
abnorm|abnormal||adj
abnormal|abnormal||adj
abnormaler|comparative of abnormal||adj
abnormalsten|superlative of abnormal||adj
abnutzen|to wear out|by use|vt
abnutzen|to wear||vr
Abnutzung|wear||f
Abo|Short form of Abonnement||n
Abolitionismus|abolitionism||m
abominabel|abominable||adj
Abonnement|subscription||n
Abonnent|subscriber||m
Abonnentin|subscriber|female|f
abonnieren|to subscribe||v
aboral|aboral||adj
Abordnungsgeld|relocation money||n
Abort|restroom, loo, toilet||m
Abort|abortion, abort||m
abortiv|abortive||adj
Abortus|abortion||m
Abpfiff|final whistle||m
Abraham|Abraham|Biblical character|prop
Abraham|given name||prop
abrahamitisch|Abrahamic||adj
Abrasion|abrasion|act of abrading|f
Abrasion|abrasion||f
Abrasionsbeständigkeit|abrasion resistance||f
Abrasionsplatte|abrasion platform zone]|loping or nearly flat bedrock surface extending out from the foot of a marine cliff under shallow water of a breaker |f
abrasiv|abrasive||adj
abrechnen|To settle|establish the final amount of a bill etc.|v
abrechnen|To cash up, settle up||v
Abrechnung|settlement|final invoice|f
