abejorro|bumblebee||m
abejorro|cockchafer||m
abejuno|apian||adj
Abel|Abel||prop
abeldar|to winnow||v
abeliano|abelian||adj
Abelito|given name||prop
abelmosco|abelmosk|evergreen shrub|m
abelonita|Abelian|member of a sect living like Abel|mf
abemoladamente|sweetly||adv
abemolar|to soften, to lower the voice||v
abenuz|ebony||m
aberración|aberration, aberrancy||f
aberrante|abnormal, aberrant||adj
aberrar|to aberrate||vi
abertal|crackled, cracked||adj
abertura|opening|act of opening|f
abertura|opening|something open|f
abertzale|nationalist, pertaining to the Basque nationalist movement||adj
abertzale|Basque nationalist||mf
abertzalismo|Basque nationalism||m
abetal|fir forest, wood||m
abetal|an area planted with firs||m
abete|obsolete form of abeto||m
abeto|fir||m
abetunar|to shine with shoe polish||v
abiertamente|openly, aboveboard||adv
abierto|open|not closed; accessible|adj
abierto|open|actively conducting business|adj
abierto|open|receptive|adj
abierto|open|not subtle in character|adj
abierto|open|uttered with a wide opening of articulators|adj
abierto|open|event in which anyone can compete|m
abierto|past participle of abrir||v
abierto de mente|open-minded||adj
Abigaíl|the wife of Nabal and later of David||prop
Abigaíl|given name, Abigail||prop
abigarradamente|In a motley manner||adv
abigarrado|variegated, colorful, pertaining to clashing colors||adj
abigarrado|pertaining to a mishmash of ill-sorted things||adj
abigarramiento|variegation||m
abigarramiento|motley||m
abigarrar|to paint in many colors, make colorful paints||v
abigeato|abigeat, cattle-theft||m
abigeo|cattle stealer; rustler||m
Abimelech|Abimelech|Biblical character|prop
abintestato|intestate||adj
abiogénesis|abiogenesis||f
abisagrar|to hinge|to attach by a hinge|vt
abisal|abyssal|belonging to the ocean depths|adj
abisinia|feminine noun of abisinio||f
Abisinia|Abyssinia||prop
abisinio|Abyssinian||adj
abisinio|Abyssinian||m
abismal|abysmal|pertaining to an abyss|adj
abismal|abysmal|extremely bad|adj
abismalmente|abysmally||adv
abismar|to plunge or sink into||vtr
abismar|to confuse||vtr
abismar|to be amazed||vr
abismarse|reflexive of abismar||v
abismo|abyss||m
abismo de Challenger|Challenger Deep|deepest point in the world|prop
abiótico|abiotic||adj
Abiyán|Abiyán|city|prop
abjad|abjad|writing system|m
abjasia|feminine noun of abjasio||f
Abjasia|Abkhazia|territory in the Caucasus, Republic of Abkhazia|prop
abjasio|Abkhaz||adj
abjasio|Abkhaz person||m
abjasio|Abkhaz|language|m
abjaso|alternative form of abjasio|the Abkhaz language|m
Abjazia|alt form Abjasia||prop
abjuración|abjuration||f
abjurar|to abjure||v
Abkhazia|alt form Abjasia||prop
ablación|ablation|the removal of a body part, especially in the context of female genital mutilation|f
ablación|ablation|the removal of a glacier|f
ablacionar|to ablate||v
ablandamiento|softening|the process of making something soft|m
ablandamiento|softening|the process of becoming soft|m
ablandar|to soften, to soothe||vtr
ablandar|to become less severe||vi
ablandarse|reflexive of ablandar||v
ablativo|ablative||m
-able|-able||suffix
abúlico|abulic||adj
ablución|ablution|the act of washing|f
ablución|ablution|act of washing as a religious rite|f
ablución|ablution|rinsing of the priest's hands|f
abluir|to ablute||v
ablusonado|like a blouse||adj
abnegación|abnegation||f
abnegadamente|unselfishly||adv
abnegado|selfless||adj
abnegar|to renounce||v
Abo|Abo|city|prop
abobar|to cause to become stupid||v
abobar|to amaze, to bewilder||v
abobra|pumpkin, squash|any vegetable belonging to the family Cucurbitaceae|f
abocado|quaffable, drinkable|of wine, easy to drink, neither sweet nor dry|adj
a bocajarro|At point-blank||adv
a bocajarro|In a direct manner, without hesitation; to say something straight out||adv
abocar|to pour from one container to another||v
abocar|to seize or grab with the mouth||v
abocetado|sketchy|intended for later refinement|adj
abocetar|to sketch||vt
abochornado|blushed, ashamed||adj
abochornar|to overheat||vtr
abochornar|to embarrass; to cause to blush||vtr
abochornarse|reflexive of abochornar||v
abofetear|to slap||vt
abogacía|the practice of law; lawyering||f
abogacía|advocacy||f
abogada|feminine noun of abogado||f
abogado|lawyer, solicitor, counsel||m
abogado del diablo|devil's advocate||m
abogado de oficio|public defender||m
abogar|to advocate||v
abogar|to defend in court||v
abéñola|eyelash||f
abolengo|ancestry||m
abolición|abolition|the act of destroying a law, custom, etc.|f
abolicionismo|abolitionism|opinion in favor of abolishing something|m
abolicionista|abolitionist|person in favor of the abolition of something|mf
abolir|to abolish||vt
abolir|to revoke||vt
abollado|dented; bumpy, battered||adj
abolladura|dent|shallow deformation|f
abollar|to dent||vtr
abollar|to tread, to trample||vt
abollar|to emboss||vt
abollarse|reflexive of abollar||v
abomaso|abomasum||m
abombar|to stun||vtr
abombar|to go bad, to spoil||vr
abombar|to make round or convex||vtr
abombarse|reflexive of abombar||v
abominable|abominable||adj
abominable hombre de las nieves|abominable snowman||m
abominablemente|abominably||adv
abominación|abomination||f
abominación|horror, abhorrence||f
abominar|to condemn, to denounce||vt
abominar|to abhor||vt
abonado|the act of spreading fertilizer||m
abonado|subscriber||m
abonar|to fertilize|to provide nutrients to crops using fertilizers|vt
abonar|To accredit a sum of money to the account of someone, contributing funds or reducing the balance||vt
abonar|To give credit or describe positively||vt
abonar|To make something better||vt
abonar|To pay an amount of money||vt
abonar|To make an annotation in the salary on an account||vt
abonar|To pay a certain amount of money by each term of a loan or sale||vi
abonar|To subscribe to a service||vp
abonar|To reconcile with someone without going to court||vp
abonarse|reflexive of abonar||v
abono|guarantee, security||m
abono|fertilizer, manure||m
abono|subscription, season ticket||m
abono|payment, installment||m
abono de temporada|season ticket|ticket that is valid for all of the events in a series|m
abono inicial|downpayment|payment representing a fraction of the price|m
abono orgánico|fertilizer||m
abordador|boarder||m
abordadora|feminine noun of abordador||f
abordaje|collision|of boats|m
abordaje|boarding||m
abordaje|approach|to a problem|m
abordar|to address; to broach||vt
abordar|to accost, waylay||vt
abordar|to board|to enter a boat|vt
a bordo|aboard; on board||adv
abordo|boarding||m
aborigen|aboriginal, indigenous, native||adj
aborigen|aborigine||mf
aboriginal|Aborigine|original inhabitant of Australia|mf
aborrecer|to hate, detest, loathe||v
aborrecer|to abandon one's young||v
aborrecible|loathsome||adj
aborreciblemente|abhorrently||adv
aborrecimiento|loathing, abhorrence||m
aborregado|mackerel|said of the sky|adj
aborregar|to be brainwashed, to turn into a sheep|figuratively speaking|vr
abortado|aborted||adj
abortadura|abortion||f
abortar|to abort||vt
abortar|to suppress||vt
abortar|to have an abortion||vi
abortista|abortionist||f
abortivo|abortive||adj
aborto|abortion||m
aborto|miscarriage||m
aborto|a very ugly person||m
aborto inducido|induced abortion||m
aborto involuntario|miscarriage||m
abotagado|swollen||adj
abotagado|past participle of abotagar||v
abotagamiento|swelling, inflammation||m
abotagar|to swell|of the body as a result of a disease|vp
abotagarse|reflexive of abotagar||v
abotargado|past participle of abotargar||v
abotargamiento|alternative form of abotagamiento||m
abotargar|alternative form of abotagar||v
abotargarse|alternative form of abotagarse||v
abotonar|to button up||vtr
abotonarse|reflexive of abotonar||v
abovedado|vaulted||adj
abovedar|to vault, to arch||vt
ab ovo|ab ovo||adv
aboyar|to set or mark with buoys||v
abra|small bay, inlet||f
abra|glade, clearing||f
abracejo|light and]or unaffectionate hug||m
Abraham|Abraham|Biblical character|prop
Abrahán|given name, a variant of Abraham, the Spanish equivalent of Abraham||prop
Abram|Abram|Biblical character|prop
abrasadamente|ardently||adv
abrasador|scorching||adj
abrasante|scorching||adj
abrasante|parching||adj
abrasar|to burn||v
abrasar|to parch||v
abrasar|to squander or waste money||v
abrasión|abrasion|wearing away by friction|f
abrasión|abrasion|the effect of erosion of rock|f
abrasión|abrasion|superficial wound caused by scraping|f
abrasivo|abrasive; rough||adj
abrasivo|abrasive|substance used for cleaning, smoothing, or polishing|m
abrazable|huggable||adj
abrazadera|clamp, bracket||f
abrazadera|cleat|device to secure a rope|f
abrazador|embracing, hugging||adj
abrazar|to hug, to embrace||vtr
abrazarse|reflexive of abrazar||v
abrazo|hug, embrace||m
abrazote|augmentative of abrazo||m
abrazote|bear hug||m
abrebotellas|bottle opener||m
abrecartas|letter opener, paper knife||m
abrelatas|can-opener, tin-opener||m
abrenunciación|The renouncing of sin at baptism||f
abreuense|of or from Abreus||adj
abreuense|Someone from Abreus||mf
abrevadero|waterer, fount|device from which animals drink|m
abrevadero|drinking trough||m
abrevar|to give water to||v
abrevar|to irrigate||v
abrevar|to sup; wallow||v
abreviación|reduction||f
abreviadamente|briefly||adv
abreviado|abridged||adj
abreviamiento|abbreviation||m
abreviar|to abbreviate, to shorten||v
abreviar|to hasten||v
abreviatura|abbreviation||f
abreviatura|resumé||f
abridor|opener|device that opens something|m
abrigadero|shelter, windbreak||m
abrigado|covert||adj
abrigado|covered, blanketed||adj
abrigaño|lee||m
abrigaño|row cover, cloche||m
abrigaño|kiln coating||m
abrigaño|barrack||m
abrigar|to wrap up|to put on abundant clothing|vtr
abrigar|to cover||v
abrigar|to shelter, to protect||v
abrigarse|reflexive of abrigar||v
abrigo|overcoat||m
abrigo|shelter||m
abrigo|blanket, quilt||m
abrigo|haven, harbor||m
abrigo|aid, protection||m
abril|April||m
abril|years of age||m
abrileño|Of or pertaining to the month of April||adj
abrillantar|to shine, polish||vt
abrimiento|opening|the act of opening|m
abrir|the act of opening||m
abrir|to open||vtir
abrir|to unlock||vt
abrir|to turn on||vt
abrir|to open up|to become communicative|vr
abrir|to leave, go away||vr
abrir|to withdraw, back out of||vr
abrir camino|to pave the way||v
abrir el fuego|to open fire||v
abrir fuego|to open fire||v
abrirse|reflexive of abrir||v
abrirse camino|to make way||v
abrochar|to button, fasten, buckle, zip up||vtr
abrocharse|reflexive of abrochar||v
abrogable|abrogable|capable of being abrogated|adj
abrogación|abrogation||f
abrogar|to abrogate|annul by an authoritative act|vt
abrojo|thistle; thorn||m
abrojo|caltrop||m
abrojo|shoal||m
abrojo|hardships||m
abrojo terrestre|caltrop|Tribulus terrestris|m
abroncar|to embarrass||vt
abroncar|to rebuke, to chastise, to reprimand||vt
abroncar|to jeer||vt
abrotación|counterrotation||m
abrotoñar|to bud, sprout or grow||vi
abrotoñar|to spout, gush||vi
abrotoñar|to develop pustules||vi
abrotoñar|to develop, arise, appear||vi
abrótano|southernwood|Artemisia abrotanum|m
abrumador|exhausting, tiresome||adj
abrumador|overwhelming||adj
abrumadoramente|overwhelmingly||adv
abrumar|to crush, overcome, exhaust, overwhelm||vt
abrumar|to become foggy, misty||vr
abruptamente|abruptly||adv
abrupto|abrupt||adj
abrupto|violent||adj
abrupto|steep||adj
abrupto|heavy||adj
abés|With difficulty||adv
Absalón|given name||prop
absceder|abscess|to form an abscess|vi
absceso|abscess||m
abscisa|abscissa||f
abscisión|abscission||f
absencia|obsolete form of ausencia||f
absenta|absinthe||f
absentismo|truancy|the act of shirking from responsibilities and duties|m
abásida|alt form abasida||m
abásida|alt form abasida||adj
absintina|absinthin||f
absintio|absinth|plant|m
absintio|absinth|liquor|m
absolución|absolution||f
absolución|acquittal||f
absolutamente|absolutely||adv
absolutamente|at all||adv
absolutismo|absolutism||m
absolutista|absolutist||adj
absolutista|absolutist||mf
absoluto|absolute||adj
absolutorio|absolving, absolutory||adj
absolutorio|acquitted||adj
absolver|to absolve||v
absolver|to acquit||v
absorbencia|absorbency||f
absorbente|absorbing||adj
absorbente|absorbent, absorber||m
absorber|to absorb||v
absorber|to use up||v
absorbible|absorbable||adj
absorbimiento|absorption|act of absorbing|m
absorción|aspiration||f
absorción|absorption||f
absorto|rapt||adj
abstemia|feminine noun of abstemio||f
abstemio|teetotal||adj
abstemio|teetotaller||m
abstención|abstention||f
abstencionismo|abstentionism||m
abstencionista|abstainer, abstentionist|one who abstains from something|mf
abstener|to abstain||vr
abstenerse|reflexive of abstener||v
abstergente|abstergent|a substance used in cleansing|m
absterger|to cleanse, to purge||v
abstersión|abstersion||f
abstersivo|abstersive||adj
abstinencia|abstinence, austereness, abstemiousness||f
abstinente|abstinent||adj
abstinentemente|abstinently||adv
abstracción|abstractedness, absentmindedness||f
abstracción|abstraction||f
abstraccionismo|abstractionism||m
abstraccionista|abstractionist|someone who paints or creates abstract art|mf
abstractamente|abstractly||adv
abstractivamente|abstractively||adv
abstractivo|abstractive||adj
abstracto|abstract||adj
abstraído|lost in thought||adj
abstraído|distracted, absent-minded||adj
abstraer|to deduct, subtract||v
abstraer|to abstract||v
abstruso|abstruse||adj
absurdamente|absurdly||adv
absurdidad|absurdity||f
absurdo|absurd; ludicrous; ridiculous||adj
absurdo|Something that is absurd or ridiculous||m
abubilla|hoopoe|the bird Upupa epops|f
abuchear|to jeer; boo||v
abucheo|booing, jeering||m
Abu Dabi|Abu Dhabi|capital of UAE|prop
abuela|grandmother, feminine noun of abuelo||f
abuela materna|grandmother|maternal grandmother|m
abuela paterna|grandmother|paternal grandmother|m
abuela política|feminine noun of abuelo político; grandmother-in-law||f
abuelastra|feminine noun of abuelastro; stepgrandmother||f
abuelastro|stepgrandfather||m
abuelita|diminutive of abuela||f
abuelito|diminutive of abuelo||m
abuelo|grandfather||m
abuelo|an elderly person||m
abuelo|loose tufts of hair in the nape when one's hair is messed up||m
abuelo materno|maternal grandfather||m
abuelo paterno|grandfather|paternal grandfather|m
abuelo político|grandfather-in-law|grandfather of one's spouse|m
abuelístico|grandfatherly||adj
a buenas horas|about time, high time||adv
a buenas horas mangas verdes|about time, better late than never||adv
a buen fin no hay mal tiempo|all's well that ends well||proverb
a buen recaudo|safe and sound||adv
a buen seguro|surely, no doubt||adv
abuhardillado|having an attic||adj
abéñula|eyelash||f
abulense|Of, pertaining to, or from the Spanish city of Ávila||adj
abulense|A resident of the Spanish city of Ávila||mf
abulia|abulia|absence of will-power or decisiveness|f
abulón|abalone|edible univalve mollusc|m
abultamiento|bulge|something sticking out|m
abultar|to bulge||v
a bulto|roughly||adv
abundadamente|abundantly||adv
abundado|abundant||adj
abundancia|abundance||f
abundante|plentiful, abundant||adj
abundante|affluent||adj
abundantemente|abundantly||adv
abundar|to abound||v
abundar|to satisfy||v
Abundio|given name||prop
abundosamente|abundantly||adv
abundoso|abundant||adj
abuñolar|to brown|to fry something until it becomes brown|v
abur|alternative form of agur||interj
aburguesamiento|gentrification|process of renewal and influx of higher class people|m
aburguesar|to become bourgeois||vr
aburridamente|boringly||adv
aburrido|bored; fed up||adj
aburrido|boring||adj
aburridísimo|superlative of aburrido||adj
aburrimiento|boredom||m
aburrir|to bore; to tire||vt
aburrir|to be bored||vr
aburrirse|reflexive of aburrir||v
aburujar|to form lumps in something||vtr
abusador|abuser||m
abusar|to abuse, to betray||v
abusar|to get clever, to get smart, to wise up||vp
abusar de|to take advantage of||v
abusivamente|abusively||adv
abusividad|abusiveness||f
abusivo|abusive||adj
abusón|bullying, abusive||adj
abusón|bully|person who is cruel to others|m
abuso|abuse||m
abuso|overuse||m
abuso de menores|child abuse||m
abuso sexual|sexual abuse|sexual violation or assault|m
abuta|Any plant of the genus Abuta||f
Abuya|Abuja|the capital city of Nigeria|prop
abyad|alternative form of abjad||m
abyección|abjectness||f
abyección|humiliation||f
abyectamente|abjectly||adv
abyecto|wretched, vile||adj
abzima|abzyme||f
acá|here||adv
acá|as of, up to|used with a time phrase to represent continuity up to the present|adv
a.C.|BC|Before Christ|abbr
acabadamente|wholly, completely||adv
acabado|worn-out||adj
acabado|finished||adj
acabado|finish|a final process or coating applied to a surface|m
a cabalidad|thoroughly||adv
acaballar|to copulate|of horses and donkeys|v
acaballar|to stack, pile||v
a caballito|piggyback||adv
a caballo|on horseback; on the back of a horse||adv
a caballo|halfway|between|adv
a caballo regalado no le mires el diente|don't look a gift horse in the mouth|a phrase referring to unappreciatively questioning of a gift or handout too closely|proverb
acabamiento|achievement, completion||m
acabamiento|end, ending||m
acabamiento|death, dying||m
acabar|to finish; to end||vt
acabar|to run out of; to come to an end||vr
acabar con|to exhaust, use up||v
acabar con|to finish, to put an end to||v
acabar de|to have just done something||v
acabar por|to end up by||v
acabarse|reflexive of acabar||v
acabose|be all and end all||m
acachetear|to slap, strike with an open hand||v
acachetear|to punch, hit with a closed fist||v
acacia|acacia||f
a cada rato|all the time, constantly||adv
academia|academy||f
academicismo|academicism|traditional or orthodox formalism|m
academista|academician, academic||mf
acadio|Acadian||adj
acadio|Akkadian||adj
acadio|Acadian|language|m
acadio|Akkadian||m
académicamente|academically||adv
académico|academic||adj
académico|scholastic||adj
académico|academician, academic||m
acaecer|to happen||vi
acaecer|to be present||vi
acaecimiento|event, occurrence||m
acairelar|alternative form of cairelar||v
acal|canoe||m
acal|manger||m
acalambrar|to cramp||vtr
acalasia|achalasia||m
acalenturado|feverish||adj
acalenturarse|To have a fever||vr
acalicino|acalycine||adj
acalifa|copperleaf, Acalypha wilkesiana||f
acallar|to quiet, hush or silence||vt
acalmar|obsolete form of calmar||v
acaloradamente|hotly, vehemently, heatedly||adv
acalorado|heated||adj
acaloramiento|fervor, passion||m
acalorar|to heat up||vt
acalorar|to overheat||vtr
acalorar|to become heated or excited||vr
acalorarse|reflexive of acalorar||v
a cal y canto|under lock and key, shut tight, closed behind doors||adv
acamellado|resembling a camel||adj
acampada|camping|recreational activity|f
acampamento|alternative form of campamento||m
acampanado|flared, bell shaped||adj
acampanar|to shape like a bell||vtr
acampar|to camp; to go camping||vir
acanaladura|groove, crimp, bead, flute||f
acanalar|to furrow||v
acano|Akan|Niger-Congo language|m
acano|Akan|language group spoken in Ghana|m
acantáceo|acanthaceous||adj
acantilado|steep, sheer||adj
acantilado|cliff||m
acantilar|to run a ship into trouble or onto rocks||v
acantilar|to dredge||v
acanto|acanthus||m
acantocito|acanthocyte||m
acantonamiento|cantonment||m
acantonar|to house troops||v
acañonear|obsolete form of cañonear||v
acaparamiento|hoard|hidden supply|m
acaparar|to hoard||vt
a capela|a capella||adv
a capella|a capella||adv
a cappella|a cappella||adv
acaramelado|toffee-flavoured||adj
acaramelado|loved up||adj
a cara o cruz|toss a coin for, heads or tails||adv
acarbosa|acarbose||f
acardenalar|to bruise||v
a cargo|in charge||prep
acariciable|strokable||adj
acariciador|fondler; caresser||m
acariciador|which fondles, which caresses||adj
acariciar|to caress||v
acariciar|to fondle||v
acariciar|to stroke||v
acariciar|to pet||v
acariciarse|reflexive of acariciar||v
acarofobia|acarophobia||f
acarpo|acarpous||adj
acarrear|to carry, haul||v
acarrear|to cause, bring up||v
acarreo|carriage, conveyance||m
acarreo|carry||m
acartonado|shrivelled, wizened||adj
acartonar|to weather, to erode||vt
acartonar|to become stiff like cardboard||vr
acartonar|to become wizened||vr
acartonarse|reflexive of acartonar||v
acaso|perhaps||adv
acatadamente|compliantly||adv
acatamiento|observance, compliance||m
acatar|to comply with||vt
acatarrar|to cause to have a cold||vt
acatarrar|to catch cold||vr
acatarrarse|reflexive of acatarrar||v
acatisia|akathisia||f
acaudalado|wealthy||adj
acaudillar|to command||v
acaudillar|to specify, adduce, indicate||v
acaule|acaulous, short-stemmed||adj
ACB|Asociación de Clubs de Baloncesto, an organisation made up of professional Spanish basketball clubs||prop
acíbar|aloe|the plant and its juice|m
acíbar|bitterness, sorrow||m
accedente|acceding||adj
acceder|to accede, to agree, to concur||v
acceder|to access||v
accesar|To access something|e.g. the Internet|vt
accesibilidad|accessibility||f
accesible|approachable, accessible||adj
accesión|accession||f
accesitario|deputy||m
acceso|access||m
acceso|intercourse||m
acceso|passage||m
accesoriamente|accessorily, incidentally||adv
accesorio|accessory, secondary, additional, supplementary||adj
accesorio|incidental||adj
accesorio|irrelevant||adj
